SRSNo,eventNo,hitX,hitY,time_diff_range_cut,totcharge,time_diff,time_diff_cor,charge_time_res
56,56,38.50250244140625,33.3219108581543,True,4.172005296461354,5.337471960424352,0.0639746644843191,60.29789845570552
64,64,42.46405792236328,32.903507232666016,True,2.4396094059330973,5.1544848596662405,-0.120846303961895,71.8971696843343
66,66,36.76084518432617,32.341800689697266,True,6.683524416727555,5.191480885967309,-0.07958753174715749,48.43866859884642
68,68,37.1046028137207,34.99732208251953,True,1.626427408509256,4.94182321586112,-0.33441668989255646,78.64858002925922
70,70,40.48295593261719,31.785476684570312,True,22.304560927170606,5.263823408237897,0.00319795293090408,24.15997827730564
80,80,34.196651458740234,34.09419631958008,True,0.43218809235455247,5.14210986792159,-0.13552315488499467,90.47243788131027
81,81,40.72121047973633,32.146121978759766,True,5.729801859374084,5.203834843269448,-0.06812536967317584,52.38262549285081
85,85,39.910804748535156,33.83150863647461,True,3.5923511470195955,5.207473735415618,-0.06662212449903304,63.80676453478278
89,89,37.286739349365234,32.865928649902344,True,6.2224383351440595,5.111223231601201,-0.16027179811973902,50.27025951334586
92,92,40.52791976928711,30.959699630737305,True,33.71639287728595,5.236396094292644,-0.019983024654699477,19.965015756016868
99,99,39.03154373168945,33.52603530883789,True,7.471561953343843,5.2650676611962695,-0.00529080892790823,45.60140309804538
101,101,38.24385070800781,32.86886215209961,True,4.020235821264385,5.162078502760437,-0.11157408452592588,61.18388977620002
102,102,38.12375259399414,31.432537078857422,True,25.87487657055566,5.307903430806334,0.0488347402058773,22.445503261824765
111,111,39.43724822998047,34.70277404785156,True,0.8885967221473405,5.7490754234291614,0.471983220934197,85.65868150267288
112,112,35.93902587890625,36.16291427612305,True,0.46039372365939674,4.968715971115131,-0.3088833229959258,90.16357742615135
113,113,37.950748443603516,31.123987197875977,True,22.125689432764847,5.2068353353110695,-0.05387453315666413,24.260343675128667
114,114,35.744956970214844,33.96818161010742,True,5.338620050470023,5.258273224037879,-0.014063406793694,54.184131973060374
118,118,35.558658599853516,31.726791381835938,True,14.478079946905385,5.256181911891986,-0.008812557151620659,30.77367586189107
121,121,39.682373046875,30.861915588378906,True,26.717523966563373,5.2472396650181,-0.011494956427938519,22.107702577606084
141,141,37.77586364746094,32.38619613647461,True,12.003802138181088,5.270526778113094,0.0038184189949177494,34.46418279951554
142,142,40.331260681152344,30.82575035095215,True,10.639530053109231,5.254639692044748,-0.013094073385667926,37.08667131815253
145,145,35.75428771972656,32.31339645385742,True,19.329345248038248,5.254237484153151,-0.00787943815807779,26.06696995107162
152,152,40.62173080444336,33.519737243652344,True,6.017765382743524,3.9322909717980394,-1.3393961372158136,51.12757421545015
154,154,43.55080795288086,32.6519660949707,True,1.7862159433840996,4.975501610453108,-0.30055722904694626,77.24577549325711
157,157,37.413204193115234,32.46327590942383,True,17.782950207532487,5.2323554399515615,-0.030614854917867085,27.303259006334066
167,167,37.34843444824219,32.60520935058594,True,7.365417689029931,5.257613807321064,-0.012838901979329798,45.96346991245993
168,168,37.390541076660156,31.227115631103516,True,29.989933709554517,5.224342180552185,-0.0332033294759162,20.97775924170651
171,171,38.29642868041992,31.18126678466797,True,18.460660016538437,5.271306899284497,0.008717542991023564,26.73685516073833
173,173,38.475284576416016,30.89540672302246,True,19.78771483067014,5.21523738433487,-0.04663722952313254,25.7365490334786
176,176,43.62847137451172,37.77387619018555,True,1.7472858846644175,5.28919109848664,0.013088258725890256,77.5839648520506
177,177,36.873252868652344,35.95867919921875,True,2.2205998234772886,5.123086554825193,-0.1524862578285493,73.6231029547301
178,178,38.41210174560547,34.21592330932617,True,3.2730887522200165,5.434062105841008,0.15963018440959775,65.89092170027237
182,182,40.137107849121094,40.88392639160156,True,0.8033556477324376,5.512862586765522,0.2356701770575098,86.5285619246391
185,185,37.20185089111328,34.655853271484375,True,1.9013516876453467,4.867411382208843,-0.4085177537456879,76.25885616639765
195,195,42.696502685546875,32.625892639160156,True,6.49766152966834,5.218363472579256,-0.05287590149800181,49.1608363110709
205,205,36.12682342529297,35.25163269042969,True,1.756225774415925,5.0549866863690625,-0.22110604270961876,77.50610062681301
207,207,35.780357360839844,35.32583999633789,True,0.8821095456797527,5.133445209662597,-0.14365460617068138,85.72442514244945
208,208,43.88809585571289,34.65147018432617,True,2.691191302221964,5.222708206899398,-0.05234814373577823,69.9931552317596
209,209,37.984588623046875,31.16547966003418,True,24.55996117711999,5.304380576617831,0.04476596158143753,23.019084702102514
215,215,34.3536491394043,32.884742736816406,True,1.8527057907173086,4.6347751700103,-0.6412086890657402,76.67343364067496
219,219,37.80847930908203,31.729171752929688,True,21.067976505849124,5.260798827811897,-0.000423596954822969,24.888247515293454
223,223,38.885616302490234,32.438541412353516,True,10.391535582787863,5.231512031720257,-0.036414633056394585,37.619614169173516
232,232,36.23448181152344,32.51235580444336,True,8.625654463150493,5.222911030173293,-0.046449898527300526,42.02424432514175
234,234,33.52027130126953,36.692535400390625,True,1.1795695291927368,4.777841440325176,-0.4989114372280161,82.78556975027543
