SRSNo,eventNo,hitX,hitY,time_diff_range_cut,totcharge,time_diff,time_diff_cor,charge_time_res
62,62,40.59649658203125,39.31367111206055,True,30.640070082299978,5.472755480567713,0.030211452339172773,20.32469348554367
242,242,39.1370735168457,39.492279052734375,True,1.7121266168496871,5.875208352756033,0.3921583581120327,118.21129453776159
394,394,35.532283782958984,39.02710723876953,True,18.0352098332274,5.423184667957969,-0.023124789727156703,26.964612403193897
543,543,37.8764762878418,29.764570236206055,True,18.393709103756628,5.473944824239169,0.027852329957850586,26.638065505917012
639,639,42.65275192260742,37.24972152709961,True,1.8207157616519152,5.403926706060986,-0.07852431652085912,115.29741207587477
767,767,42.71109390258789,35.09578323364258,True,19.276292928070394,5.393184114027775,-0.05241672876304637,25.884259076977024
783,783,37.91141128540039,35.357017517089844,True,8.093083182974805,5.557221625062596,0.09797961846086611,45.885118100320554
869,837,38.70795822143555,32.824951171875,True,7.525369117998985,5.360834294947637,-0.09979845628148176,48.30413104965455
886,854,37.46589279174805,35.43846130371094,True,1.8731491721733962,5.135026356151258,-0.34713856014965927,113.9309677235844
920,888,29.885316848754883,47.04842758178711,True,13.349700490275149,5.521299419507898,0.07094492296540356,32.687880100704525
934,902,37.496437072753906,26.598819732666016,True,2.699707725739943,5.486607103150845,0.00869591889059329,95.45940528717824
954,922,42.87506866455078,36.034645080566406,True,2.28873298765277,5.802244505395464,0.3222773416290208,103.96638389504761
965,933,78.57982635498047,44.875,True,7.459192648003731,5.538892750174995,0.07809087248189872,48.60785922941774
1024,992,39.11017608642578,34.61613082885742,True,17.147007298954108,5.479896261148127,0.0330020145967902,27.829235790056437
1118,1086,36.260475158691406,29.629413604736328,True,0.7879747722730109,5.544260635325571,0.05574338567672843,148.33425569385992
1263,1231,37.44535827636719,29.54837417602539,True,67.95230052905585,5.4395921648445835,-0.0021092154609236857,17.628951075903565
1274,1242,44.61503219604492,27.000551223754883,True,13.671272393308417,5.477372960231037,0.02738460596567549,32.18356885232849
1291,1259,37.59049987792969,26.97578239440918,True,21.41612821744902,5.4246197126476545,-0.02000537384144785,24.315189052405287
1414,1382,37.97292709350586,33.20231628417969,True,15.480284639006204,5.504899386000432,0.056700347930711104,29.697447626549902
1416,1384,42.193931579589844,29.173439025878906,True,1.3733848955377765,5.200424033543925,-0.28455159436059585,128.0797422154619
1481,1449,35.35078430175781,29.291515350341797,True,0.9514654439782864,5.681478113073894,0.19397814558051873,142.22656121161222
1484,1452,41.01581954956055,35.30496597290039,True,6.8769902927695465,5.473734210529273,0.011377770987890834,51.505183175592336
1500,1468,39.19530487060547,35.38147735595703,True,24.59907372766292,5.413184237917164,-0.030421541654114925,22.520183069385048
1507,1475,41.01808547973633,30.04545021057129,True,0.7802760633509935,5.522096937589055,0.0335312314256182,148.63118932691066
1529,1497,37.05353927612305,28.038549423217773,True,1.2744264594001111,5.566714242611255,0.08115932801422154,131.20212258724854
