run_number,pool_number,channel_number,x_center,x_center_err,y_center,y_center_err
325,2,C2,38.57227857476397,0.0386616939660877,27.28158658742224,0.0180807080555767
325,2,C4,34.76888280009858,0.0178436337836907,19.238164736782466,0.0202148406763236
325,3,C2,25.96246333065424,0.0177982091423986,18.449799775514894,0.0237996439431526
325,4,C2,33.4811387045407,0.0164622831943704,34.60292319790354,0.0241168454715478
325,4,C4,29.85132698538421,0.0170191527816069,26.59587422679744,0.0164312977534433
325,5,C2,24.7809715878233,0.0190830875241121,33.94102876684007,0.0230118782774826
325,5,C4,20.89273130300401,0.04927964212158772,25.8778298215743,0.024616733470494107
