SRSNo,eventNo,hitX,hitY,time_diff_range_cut,totcharge,time_diff,time_diff_cor,charge_time_res
73,73,33.84408950805664,33.85333251953125,True,4.269293685261389,3.8177154469952086,-0.1574594711302293,65.18951228869278
89,89,37.286739349365234,32.865928649902344,True,3.4946602915408906,7.649619688330432,3.6745157295888062,73.14629834076048
115,115,29.100452423095703,32.79194641113281,True,2.9800480935927527,3.7582017116882867,-0.2168396029641153,79.43247982858756
167,167,37.34843444824219,32.60520935058594,True,3.1452395559661537,4.095161234059418,0.1200984261089868,77.31761085374026
170,170,40.603294372558594,33.77915954589844,True,1.5144770948324735,3.5775129300561446,-0.3972776777240208,103.11093107740307
202,202,41.94950485229492,35.551971435546875,True,6.276707404090367,3.285971254347743,-0.6892667365844476,50.731607312106775
219,219,37.80847930908203,31.729171752929688,True,1.5296585054408611,3.9287699167984442,-0.046023861740667193,102.81251790110176
236,236,32.94618606567383,35.28215026855469,True,2.45214739297895,4.143266989878299,0.16830335129911278,86.87299160831276
237,237,44.08346176147461,37.317474365234375,True,2.0894159819033082,4.099809391060603,0.12490725874563635,92.65464724369987
249,249,39.827877044677734,32.59226989746094,True,6.294282578150865,3.746728392637351,-0.22850943072257834,50.63478312658455
294,294,39.85166549682617,35.52595901489258,True,1.8451061690706703,4.25189979562748,0.2770429214758727,96.8923761611867
307,307,39.4763069152832,32.66105270385742,True,18.312147129347473,404.21388023560223,400.2408426939777,26.493120460825395
320,320,36.80753707885742,37.80649185180664,True,5.144604143270459,0.9413614467492835,-3.033861575191931,57.96149150432444
333,333,37.48484420776367,35.91523742675781,True,0.5825315024249034,3.956283360558672,-0.018288321670332675,124.1278471337187
350,350,33.877532958984375,31.27005958557129,True,1.8132152493991431,3.7581835749060133,-0.21666716055797153,97.46728585890908
361,361,35.10078048706055,29.98080825805664,True,5.153065517148536,3.9723781949387558,-0.0028451323459708355,57.899356076604946
385,385,37.27958679199219,36.66829299926758,True,1.6019009349538473,4.060951072316669,0.08614237513789691,101.40988174775514
394,394,35.532283782958984,39.02710723876953,True,7.780254580394776,4.067361171070047,0.09217898051033213,43.774461707198526
445,445,38.589962005615234,38.10260009765625,True,3.324940360958296,4.13848566695998,0.1634009702383299,75.1228638551721
