SRSNo,eventNo,hitX,hitY,time_diff_range_cut,totcharge,time_diff,time_diff_cor,charge_time_res
1,1,37.87588798836486,33.4971050628244,True,1.0647573824872103,5.288915463570703,-0.19192279059875972,233.54689223956052
3,3,42.536777287313384,27.905128714156476,True,1.0089877005339924,5.2804162187744055,-0.20383533014670974,241.88123545251034
4,4,43.8937439069356,33.589141114117346,True,4.140332459698817,5.511829046526003,0.08726411652033761,64.2191366875953
7,7,37.20512599161226,30.598460158256636,True,1.1899267715541377,-4.580974284025558,-10.054970721661206,216.1439111608187
8,8,38.67503942202215,35.510438422634174,True,1.3968699055495428,5.554916568708762,0.09015533208212645,190.88001922557675
10,10,36.43771597457258,32.73789026965834,True,2.4598894148739148,5.343216883065111,-0.09669316748041012,109.8094612813914
11,11,42.44641301403307,28.105933829529643,True,1.7976748745911326,5.1966807981707746,-0.25545930311126597,152.2128568889028
13,13,37.22317854998863,27.494103627662135,True,1.4932730241631438,5.57688178446827,0.1157013564735152,180.44066709048363
15,15,36.67996079954383,36.43776760362599,True,0.7342881291072859,4.023444616540331,-1.4817052171704574,292.33213578665243
16,16,36.49401008919494,26.42590120393936,True,3.768817467991794,5.322950351628805,-0.10430117718567544,69.85511664368752
20,20,43.18554530731619,27.922596892265425,True,2.6503845202230396,5.56905325627676,0.1315731474880124,101.16870075785381
23,23,41.51837398581309,36.06317164799938,True,0.6625188775457455,5.748297387049604,0.23633434290617572,316.2022514788524
24,24,42.53256303970128,24.699201139685226,True,1.4924244815092886,5.800950399693875,0.3397401812847747,180.5291529299024
25,25,50.16022188369542,0.32140793212472607,True,1.7848122962164457,6.019830827681147,0.5673666111965474,153.27421650430279
30,30,40.000484623321114,35.267102751013354,True,1.975532472618955,5.309915673509579,-0.13815847590613117,138.58376528122557
31,31,36.88267543217907,29.599072364911642,True,5.0507035433961445,5.4160611335000794,-0.0023865228604194044,55.717763583489855
33,33,41.940793390143405,33.41503054475131,True,1.921678130095097,5.744150986619019,0.2949223853434191,142.51175628409163
36,36,42.36906736191005,34.714500949807366,True,1.6349029372566755,5.33599392492448,-0.12059879056350553,166.46713795046782
37,37,39.75588534629508,30.136180433508468,True,2.443073418007879,5.462403470977108,0.022262241799630544,110.63608270175368
38,38,43.71765659280019,28.45611224762381,True,1.6467643029364125,5.686860993000806,0.23062022789037684,165.3658125908424
39,39,34.204912107284756,30.96571762921059,True,1.2501687113054603,5.284958072721167,-0.18610600550974254,208.36132473379223
40,40,40.9900837728422,26.972978226126056,True,1.524710664230792,5.554085596511328,0.09398851748625248,177.20353223645955
41,41,37.84175501784233,36.89183990269491,True,1.5252590497639227,5.394765776048757,-0.0653127518383485,177.1477704415616
47,47,40.20000886263912,36.09171676635742,True,2.985926619713525,5.250152500118816,-0.18370722733693157,88.76216959453423
49,49,38.0736173342352,30.244193769481083,True,6.354045360550951,5.362361827248918,-0.0477151107369167,50.49652297986544
51,51,39.05095756217225,29.86889721596078,True,4.3251355908333196,5.404081992877707,-0.019201237648502456,61.971251601347426
52,52,38.71276150011037,33.42934527462476,True,3.060700599048807,5.409120190911352,-0.024018827212763938,86.41490076060958
