SRSNo,eventNo,hitX,hitY,time_diff_range_cut,totcharge,time_diff,time_diff_cor,charge_time_res
0,0,36.42909376588586,27.689947859881677,True,9.224273592898465,5.743039233313226,0.020426857253877273,63.097319517241466
2,2,33.96814743460041,31.884902901845436,True,19.999329668059822,5.782948826406795,0.06635118403454321,36.31599822219408
3,3,39.52991558754281,31.647139875856166,True,15.361568313743273,5.676956224589361,-0.04084510968952593,42.56971868608065
5,5,37.25854925913354,29.37210652599596,True,10.424065072731416,5.635717660076864,-0.08556650875626204,57.304375585231284
6,6,40.0989231475412,26.640481687571903,True,32.761980734345116,5.727430568713345,0.008925324871109197,31.546208122974516
7,7,38.3483234562286,32.884165567894506,True,22.917237781423335,5.749392152637029,0.0328724664154727,34.23919195897461
8,8,38.29811070063343,30.29341290095081,True,28.60009606749432,5.748272293358156,0.030921897497886874,32.19790005662127
11,11,34.89321152151447,31.886223701581564,True,18.393381449219163,5.653083260349263,-0.06375862825237455,37.96592432514787
12,12,38.22285095632893,31.45583761554875,True,48.29629114843152,5.712579558591926,-0.012135514130056535,30.938004018720683
13,13,40.94062439382893,28.976678351833396,True,33.19952679167095,5.679332933945346,-0.0393126642159487,31.50025672810807
14,14,39.821558390578176,30.239776245535236,True,22.335914779578417,5.709747280789486,-0.006754895222421453,34.57715062454922
15,15,38.92260841474141,26.882796300600653,True,5.177397111452355,5.700716306503324,-0.028307088704496053,93.7548279286092
16,16,37.818735880394506,31.939741056259365,True,31.34165074037289,5.695713487598653,-0.022358769187350802,31.72048270429605
18,18,39.45448480893488,30.121266691652064,True,12.399339059886891,5.641596397451082,-0.07795023763196163,49.9473533871241
24,24,35.521660478147744,25.168230892860727,True,22.03493125559125,5.658634425406859,-0.05786472010868238,34.765310614125525
25,25,38.7736389473693,26.636565090858774,True,19.857355339521657,5.732035581709056,0.015422687139460933,36.44486642336391
28,28,39.64100547686015,33.92313118503518,True,19.23681365116837,5.698932152461367,-0.017761443321047565,37.04500196301474
31,31,32.33688077534715,35.61077201529725,True,7.327249169855133,5.662377015903132,-0.06283156486651542,74.95660181995711
33,33,33.83647594713185,29.157950806291137,True,7.127506371615662,5.662062339687395,-0.06345894008285846,76.43550542179653
36,36,31.112063368705854,28.468278283942237,True,41.89606407114597,5.811869390915405,0.08994138947784691,31.03304973169223
38,38,36.94941241120639,28.046069210522795,True,74.81148005315751,5.732645392664182,-0.004643417710040509,30.88806923182086
39,39,38.108155551022044,28.4280043301517,True,35.93017668250758,5.696813761205362,-0.02277175364893047,31.27770180206072
40,40,37.2480509509779,34.405002959787026,True,4.330407479201114,5.712027926305353,-0.018796503631074657,103.19974155046978
41,41,39.68318249428109,32.301240320075046,True,22.639284116269682,5.707698488797547,-0.008810946110768825,34.39673657728437
42,42,40.03088953723646,33.231366458004466,True,46.693449222290766,5.701830603120811,-0.022168103324897714,30.953339255335436
43,43,33.88607317780795,29.912438118294492,True,32.547382815136395,5.758776556421623,0.04033899762442594,31.569989123721214
50,50,42.86063191662096,30.57048384784019,True,7.680744344751653,5.70484745746387,-0.019827019000841162,72.4560154266918
53,53,33.64389821927841,25.940163494789438,True,21.493818697504995,5.684423081030332,-0.032081462823491336,35.128045953952885
55,55,34.47246676928376,31.370054454019623,True,33.92010734808259,5.734946692730546,0.01606337376830247,31.431461044133755
59,59,34.3999958822172,33.337918346875334,True,10.955363714560901,5.8412873673837,0.12052242461498608,55.08391954961723
60,60,34.35590728341717,24.472234543055706,True,28.305296252980604,5.706040072576059,-0.011243015390320465,32.26332150945433
61,61,43.305609193566724,24.767736722345223,True,19.00453303502887,6.9332550105340545,1.2165251368727024,37.28595390262089
65,65,41.266874496250935,29.086195488498635,True,16.73299305172004,5.718778058489477,0.0015002381715447655,40.20072945296282
68,68,40.282496778932334,28.319329170331564,True,34.64000712058197,5.762202471196389,0.043073967388739476,31.37044275903146
69,69,35.736050592709894,24.894238850841784,True,7.027511489992886,5.629119515062456,-0.09656132804523132,77.19441061121151
70,70,32.821764018437634,28.93852408944744,True,35.369608163071796,5.765141003643379,0.045756703603924365,31.315581413396913
71,71,34.31912999610378,34.415778747976645,True,21.36646601232564,5.69788565810066,-0.018622247495663657,35.218236477446446
72,72,35.674488590188226,31.772357992929955,True,7.377299957499981,5.75683689033724,0.03170541878984423,74.59360937939792
76,76,38.1472616326319,28.205306353634352,True,20.396482020993652,5.734402150200253,0.017841057250659986,35.97116028618113
79,79,34.17698136421099,29.74026598995679,True,5.485545636192362,5.715130259648703,-0.01328220180148243,90.6336287997828
82,82,36.60824689473191,28.369634758936215,True,33.49299635214814,5.703155005930654,-0.015586444029684898,31.471246297643205
83,83,40.86882896945901,26.485414583389073,True,28.70431534646115,5.727742474665888,0.010367762818010107,32.175523922280824
84,84,41.91313202740395,28.10176175261197,True,6.788765845539108,5.799325364612713,0.07325525730645133,79.0578866049969
